id,name,category,brand,description,price,rating,quantity,imgSrc,specs
FNDG-010,"Fender Player Telecaster Electric Guitar, Pau Ferro FB, Polar White","Guitar","Fender","Bold, innovative and rugged, the Player Telecaster is pure Fender, through and through. The feel, the style and, most importantly, the soundÃ¢ÂÂthey're all there, waiting for you to make them whisper or wail for your music. Versatile enough to handle almost anything you can create and durable enough to survive any gig, this workhorse is a trusty sidekick for your musical vision.",4130.1,5,3,"/products/fender_p_tl_pau_ferro_fb_white.png","Body Shape: TelecasterÃÂ®;Body Material: Alder;Body Color: Polar White;Body Finish: Gloss Polyester;Fretboard Material: Pau Ferro;Fretboard Radius: 9.5"" (241 mm);Scale Length: 25.5"" (648 mm);No. of Frets: 22;Fretboard Inlays: White Dots;Pickup: Player Series Alnico 5 TeleÃÂ® Single-Coil (Neck & Bridge);Bridge: 6-Saddle String-Through-Body TeleÃÂ® with Block Steel Saddles;Pickguard: 3-Ply Parchment;Strings: FenderÃÂ® USA, NPS, (.009-.042 Gauges);Tuning Machines: Standard Cast/Sealed;Hardware Finish: Nickel/Chrome"
FNDG-011,"Fender Japan Hybrid II Telecaster Electric Guitar, RW FB, Forest Blue ","Guitar","Fender","Made in Japan Hybrid II is a series that is just right to be called a ""hybrid"", incorporating almighty modern specs that do not choose the player or music genre, while maintaining the vintage look. The Hybrid II Telecaster® features a well-established alder body with a newly designed Hybrid II Custom Voiced Single Coil pickup and a vintage-style slanted brass saddle bridge. Vintage locking tuner, satin finish neck, Modern ""C"" shape with 9.5 inch radius fingerboard and narrow tall frets for smooth playability.",4489,5,0,"/products/fender_jp_h2_tl_rw_fb_forest_blue.png","Body Shape: Telecaster®;Body Material: Alder;Body Finish: Gloss Polyurethane;Neck Profile: Modern ""C"";Fretboard Material: Rosewood;Fretboard Radius: 9.5"" (241 mm);Scale Length: 25.5"" (648 mm);No. of Frets: 22 Narrow Tall;Fretboard Inlays: White Dot;Pickup: Hybrid II Custom Voiced Single Coil Telecaster® (Bridge), Hybrid II Custom Voiced Single Coil Telecaster® (Neck);Bridge: 3-Saddle Vintage-Style Strings-Through-Body Tele® with Slanted Brass Barrel Saddles;Pickguard: 3-ply Mint Green;Strings: Nickel Plated Steel (.009-.042 Gauges);Tuning Machines: Vintage-style Locking;Hardware Finish: Nickel/Chrome;Case: Gig Bag"
FNDG-012,"Fender Limited Edition Cory Wong Stratocaster Electric Guitar, RW FB, Surf Green","Guitar","Fender","Recognised for his incredible funk chops and inventive lead work, guitarist, producer, and arranger Cory Wong's soulful playing with Vulfpeck, as well as his Grammy-nominated solo work has earned him a loyal following and led to sold-out arena performances. The Cory Wong Stratocaster® is a tribute to Cory's favourite Fender®, thoughtfully modified to meet the funk master's needs. With limited quantities available in each colour, this exclusive guitar is sure to set you apart from the crowd. The satin lacquer finish recreates the look and feel of Cory's beloved original Strat®, while the scaled-down alder body - slightly smaller than a typical Stratocaster - combined with American Ultra™ Modern ""D"" neck and sculpted body contours deliver a sublimely comfortable playing experience. A set of Seymour Duncan® Cory Wong Clean Machine™ pickups provides classic Strat quack and chime, fine-tuned to achieve his distinctive tone. Other features include a maple neck with a subtly modified headstock shape, rosewood fingerboard with rolled edges and a compound 10-14"" radius, vintage-style 6-screw synchronized Tremolo, deluxe locking tuners that provide improved tuning stability and easy string changes, and a push/push pot on Tone 2 that bypasses the 5-way switch and defaults to ""Position 4"". Also included are a Cory Wong hair tie (for muting the tremolo springs to achieve Cory's rhythm tone), a rubber straplock washer set and a custom neck plate.",12649,5,1,"/products/fender_cw_st_rw_fb_surf_green.png","Body Shape: Stratocaster®;Body Material: Alder;Body Finish: Satin Lacquer;Neck Profile: Modern ""D"";Fretboard Material: Rosewood;Fretboard Radius: 10"" to 14"" Compound Radius (254 mm to 355.6 mm);Scale Length: 25.5"" (647.7 cm);No. of Frets: 22 Medium Jumbo Frets;Fretboard Inlays: White Dot;Pickups: Seymour Duncan® Cory Wong Clean Machine Custom Stack Plus™ (Bridge), Seymour Duncan® Cory Wong Clean Machine™ Single Coil (Middle), Seymour Duncan® Cory Wong Clean Machine™ Single Coil (Neck);Bridge: 6-Saddle Vintage-Style Synchronized Tremolo;Pickguard: 4-Ply White Pearloid;Strings: Fender® USA 250R Nickel Plated Steel (.010-.046 Gauges), PN 0730250406;Tuning Machines: Deluxe Cast/Sealed Locking (all short posts);Hardware Finish: Nickel/Chrome;Case: Deluxe Moulded Case"
FNDG-013,"Fender FSR American Ultra HSS Stratocaster Electric Guitar, Ebony FB, Tiger","Guitar","Fender","American Ultra is Fender's most advanced series of guitars and basses for discerning players who demand the ultimate in precision, performance and tone. The American Ultra Stratocaster HSS features a unique ""Modern D"" neck profile with ultra-rolled fingerboard edges for hours of playing comfort, and the tapered neck heel allows easy access to the highest register. A speedy 10""-14"" compound-radius fingerboard with 22 medium-jumbo frets means effortless and accurate soloing, while the Ultra Noiseless™ Hot single-coil pickups and Ultra Double Tap™ humbucking pickup, along with advanced wiring options, provide endless tonal possibilities - without hum. The sculpted rear body contours are as beautiful as they are functional. This versatile, state-of-the-art instrument will inspire you to push your playing to new heights. Other features include sealed locking tuning machines, chrome hardware and bone nut. Includes premium moulded hardshell case.",13499.1,5,3,"/products/fender_fsr_american_ult_st_ebony_fb.png","Body Shape: Stratocaster®;Body Material: Alder;Body Finish: Gloss Urethane;Neck Profile: Modern ""D"";Fretboard Material: Ebony;Fretboard Radius: 10"" to 14"" Compound Radius (254 mm to 355.6 mm);Scale Length: 25.5"" (647.7 cm);No. of Frets: 22 Medium Jumbo Frets;Fretboard Inlays: Black Pearloid Dots;Pickups: Ultra Double Tap™ Humbucking (Bridge), Ultra Noiseless™ Hot Strat® (Middle), Ultra Noiseless™ Hot Strat® (Neck);Bridge: 2-Point Deluxe Synchronized Tremolo with Pop-In Arm;Pickguard: 1-Ply Gold Anodized Aluminum;Strings: Fender® USA 250L Nickel Plated Steel (.009-.042 Gauges), PN 0730250403;Tuning Machines: Deluxe Cast/Sealed Locking (all short posts);Hardware Finish: Nickel/Chrome;Case: Elite Moulded Case"
FNDG-014,"Fender Custom Shop Michael Landau Signature 1968 Relic Stratocaster Electric Guitar, 3-Tone Sunburst","Guitar","Fender","World-renowned session ace Michael Landau has played on hundreds of albums since the early 1980s. He has also fronted several bands, including the Raging Honkies, Burning Water and, more recently, Renegade Creation with Robben Ford. With his own group, he continues to raise the bar in electric jazz, instrumental and rock guitar. The Fender Custom Shop Artist Collection Michael Landau Signature 1968 Relic Stratocaster is based on Landau's 1968 Stratocaster, with a hand-selected lightweight alder body, special ""custom oval"" neck profile, custom hand-wound pickups and wiring, and a 3-Tone Sunburst nitrocellulose lacquer finishes. Other features include a round-laminated dark rosewood fingerboard with a 7.25"" radius and 6105 frets, period-correct large headstock, five-way pickup switching, and a custom vintage-style tremolo bridge.",26549,5,1,"/products/fender_custom_ml_1968_relic_st_sunburst.png","Body Shape: Stratocaster®;Body Material: Select Lightweight Alder;Body Finish: Nitrocellulose Lacquer;Neck Profile: Custom ""C"";Fretboard Material: Round-Laminated Rosewood;Fretboard Radius: 7.25"" (184.1 mm);Scale Length: 25.5"" (647.7 cm);No. of Frets: 21 Narrow Jumbo Frets;Fretboard Inlays: White Dot Inlays;Pickups: Custom Shop Fat '50s Single-Coil Strat® (Bridge), Custom Shop Fat '50s Single-Coil Strat® (Middle), Custom Shop Fat '50s Single-Coil Strat® (Neck);Bridge: 6-Saddle American Vintage Synchronized Tremolo;Pickguard: 3-Ply Mint Green;Strings: Fender® USA 250L Nickel Plated Steel (.009-.042 Gauges), PN 0730250403;Tuning Machines: Vintage-Style Tuners;Hardware Finish: Nickel/Chrome;Includes: Deluxe Hardshell Case, Strap, Certificate of Authenticity"
FNDG-015,"Fender American Ultra II Telecaster Electric Guitar, Ebony FB, Solar Flare","Guitar","Fender","Built for players boldly seeking the best, the American Ultra II is Fender® most advanced series of instruments. American Ultra II guitars and basses feature premium materials, precision craftsmanship and cutting-edge design for instruments that both advance the state-of-the-art and stand the test of time. The Fender® American Ultra II Telecaster® features a select alder body with sculpted body contours. For effortless playability, the quartersawn maple neck features Fender® Modern D profile and smooth Ultra Satin finish. Ebony 10""-14"" compound radius fingerboards feature Ultra rolled edges, medium-jumbo frets, Luminlay® side dots and Graph Tech® TUSQ® nuts. The tapered neck heel and sculpted body contours allow unparalleled access to the higher register. Under the hood, the Ultra II Noiseless™ Vintage Tele® pickups deliver sweet crystalline cleans, snappy twang and beefy growl, all without a hint of hum. Fender® patented S-1™ switch cleverly engages a series wiring option for even more tonal variety. Additional road-ready features include 6-saddle string-through-body bridge with chromed brass saddles, Deluxe locking tuners, knurled aluminium knobs and a 1-ply anodized aluminium pickguard. The American Ultra II Telecaster infuses iconic style with advanced appointments to take your playing to stratosphericnew heights. For players who demand flawless tone, infinite versatility and limitless performance, American Ultra II delivers.",12399,5,5,"/products/fender_am_ult2_tl_ebony_fb_solar_flare.png","Body Shape: Telecaster®;Body Material: Select Alder;Body Finish: Gloss Urethane;Neck Profile: Modern ""D"";Fretboard Material: Ebony;Fretboard Radius: 10"" to 14"" Compound Radius (254 mm to 355.6 mm);Scale Length: 25.5"" (64.77 cm);No. of Frets: 22 Medium Jumbo;Fretboard Inlays: White Pearloid Dot - 7mm;Pickups: Ultra II Noiseless™ Vintage Tele® Single-Coil (Bridge), Ultra II Noiseless™ Vintage Tele® Single-Coil (Neck);Bridge: 6-Saddle String-Through-Body Hardtail with Chromed Brass Saddles;Pickguard: 1-Ply Black Anodized Aluminium;Strings: Fender® USA 250L Nickel Plated Steel (.009-.042 Gauges), PN 0730250403;Tuning Machines: Deluxe Cast/Sealed Locking (all short posts);Hardware Finish: Nickel/Chrome;Case: Deluxe Moulded Case"
FNDG-016,"Fender Custom Shop David Brown Masterbuilt 1951 Loaded CuNiFe Heavy Relic Telecaster, Aged Natural","Guitar","Fender","Each Custom Shop Limited Edition instrument is only available for a short time, making it eminently collectable and adding to its investment value. Crafted with many features reserved only for certain artists and masterbuilt instruments, they're exactly what the name says they are: highly anticipated, limited-edition models. Based on vintage platforms, modified with new and time-honoured upgrades by our artisans, Limited Edition instruments let players achieve specific and previously unimagined results.",47569,4,1,"/products/fender_custom_db_1951_relic_tl_aged_natural.png","Body Shape: Telecaster®;Body Material: 2-Piece Select Off-Center Seam Ash Body;Body Finish: Heavy Relic® Lacquer Finish;Neck Profile: 11/56 Off-Center ""V"" Shape;Fretboard Material: Fretboard Radius: 9.5"";No. of Frets: 21 Narrow Tall (6105) Frets;Fretboard Inlays: ;Pickups: Josefina Hand-Wound Loaded '51 Nocaster® (Bridge), Fender Wide-Range CuNiFe Humbucking (Neck);Bridge: Reverse Nocaster® Bridge with RSD Compensated Brass Saddles;Pickguard: 1-Ply Black Phenolic;Tuning Machines: Vintage-Style Tuners;Hardware Finish: ;Case: Deluxe Hardshell Case;Included Accessories: Strap, Certificate of Authenticity"
FNDG-017,"Fender Acoustasonic Player Telecaster Electric Guitar, Arctic White","Guitar","Fender","The evolution of Fender's trailblazing Acoustasonic platform continues with the introduction of the Acoustasonic Player Telecaster. This acoustic-electric guitar offers its own set of six voices that showcases its unique personality. A streamlined 3-way switch allows for shape-shifting between acoustic and electric tones. With the Acoustasonic Player Telecaster, this platform has been refined to offer a versatile, more accessible tool for the modern musician.",6029,4,2,"/products/fender_acous_p_tl_arctic_white.png","Body Shape: Modified Telecaster®;Body Material: Solid A Sitka Spruce (Top), Mahogany (Body);Body Finish: Polyester Satin Matte;Neck Profile: Modern ""Deep C"";Fretboard Material: Rosewood;Fretboard Radius: 12"" (305 mm);Scale Length: 25.5"" (648 mm);No. of Frets: 22;Fretboard Inlays: White Dot;Electronics: Under-Saddle Piezo/N4 Magnetic;Bridge: Modern Asymmetrical;Pickguard: ;Strings: Fender® Dura-Tone® 860CL Coated Phosphor Bronze (.011-.052 Gauges), PN 0730860405;Tuning Machines: Fender® Standard Cast/Sealed Staggered;Hardware Finish: Chrome;Case: Deluxe 1225 Gig Bag"
FNDG-018,"Fender American Acoustasonic Stratocaster with Bag, Natural","Guitar","Fender","The American Acoustasonic™ Stratocaster® continues to embody the spirit of purposeful innovation that drives Fender guitars. The power of the Fender and Fishman®-designed Acoustic Engine is sure to deliver true inspiration. From acoustic shapeshifting to electric rhythm tones, this extremely versatile guitar creates a brand-new lane on the sonic highway.",10109,5,3,"/products/fender_am_acous_st_natural.png","Body Shape: Modified Stratocaster®;Body Material: Solid A Sitka Spruce (Top), Mahogany (Back & Sides);Body Colour: Natural;Body Finish: Polyester Satin Matte;Neck Profile: Modern ""Deep C"";Fretboard Material: Ebony;Fretboard Radius: 12"" (305 mm);Scale Length: 25.5"" (648 mm);No. of Frets: 22;Fretboard Inlays: White Dot;Pickup(s): 3-pickup configuration: Under-Saddle Piezo/Internal Body Sensor/N4 Magnetic;Bridge: Modern Asymmetrical;Pickguard: None;Strings: Fender® Dura-Tone® 860CL Coated Phosphor Bronze (.011-.052 Gauge);Tuning Machines: Fender® Standard Cast/Sealed Staggered;Hardware Finish: Chrome;Case: 1225 Deluxe Gig Bag"
PRSG-001,"PRS McCarty 594 10-Top Electric Guitar, Custom Color, Orange Tiger","Guitar","PRS","The McCarty 594 is a versatile, vintage-inspired instrument that is effortlessly playable. Featuring a bound 22-fret Pattern Vintage neck and slightly thicker back for more enhanced tone and sustain, the McCarty 594 plays in tune, is intonated the entire length of the neck, and feels like a guitar you've been playing forever. Whether you are looking for rich, authentic humbucking tones or nuanced, sweet single-coil sounds, the McCarty 594 can seamlessly master both sonic territories thanks to its 58/15 LT pickups, which have now been through the TCI (tuned capacitance and inductance) process, and dual volume and push/pull tone controls. A zinc two-piece bridge and vintage-style tuners anchor this guitar and stay true to the promise of the McCarty family.",25999,5,7,"/products/prs_mccarty_594_10-top_custom_color_orange_tiger.png","Body Material: Violin Carved Maple 10 (Top), Mahogany (Back); Body Finish: High-Gloss Nitro; Neck Profile: Pattern Vintage; Fretboard Material: Rosewood w/ Faux Bone Binding; Fretboard Radius: 10""; Scale Length: 24.594""; No. of Frets: 22; Fretboard Inlays: Birds; Pickups: 58/15 LT (Treble), 58/15 LT (Bass); Bridge: PRS Two-Piece; Strings: PRS Signature 10-46; Tuning Machines: PRS Vintage-Style Non-Locking Tuners with Wing Buttons; Hardware Finish: Nickel; Case: Hardshell Case"
PRSG-002,"PRS SE 245 Electric Guitar with Bag, Charcoal Burst","Guitar","PRS","The SE 245 will cover all the tones you need in style and is the answer for players who grew up using short scale, single-cutaway guitars. The 24.5"" scale length, Wide Fat neck is instantly comfortable, and the 245 ""S"" treble and bass humbuckers with dual volume and dual tone controls give the SE 245 a classic voice that is eminently recordable and gig ready. Bird inlays and the PRS SE signature logo design come standard.",3289,4,2,"/products/prs_se_245_charcoal_burst.png","Body Shape: Single Cutaway; Body Material: Beveled Maple with Flame Maple Veneer (Top), Mahogany (Back); Neck Profile: Wide Fat; Fretboard Material: Rosewood; Scale Length: 24.5""; No. of Frets: 22; Fretboard Inlays: Bird Inlays; Pickup: 245""S (Treble & Bass); Bridge: PRS-Designed Stoptail; Tuning Machines: PRS Designed Tuners; Hardware Finish: Nickel; Case: Gig Bag"
PRSG-003,"PRS SE Custom 24-08 Electric Guitar, Quilted Lake Blue","Guitar","PRS","The Custom 24 is the quintessential PRS guitar: the iconic guitar that started it all back in 1985. The Custom 24-08 keeps all the foundational specs of the instrument while taking the Custom platform to new sonic territories. Like the Core Series instrument, the SE Custom 24-08 features two mini-toggle coil-tap switches that individually tap the humbuckers for single coil sounds and a total of eight pickup configurations. Classic design elements include a maple top, mahogany back, rosewood fretboard, 24 frets, 25"" scale length, bird inlays, signature headstock logo, and PRS patented moulded tremolo.",5299,5,10,"/products/prs_se_custom_24_08_quilted_lake_blue.png","Body Material: Shallow Violin Carved Flame Maple (Top), Mahogany (Body); Neck Profile: Wide Thin; Fretboard Material: Rosewood; Fretboard Radius: 10""; Scale Length: 25""; No. of Frets: 24; Fretboard Inlays: Birds; Pickups: TCI ""S"" (Treble), TCI ""S"";Bridge: PRS Patented Tremolo;Strings: PRS Classic 9-42;Tuning Machines: PRS Designed Tuners;Hardware Finish: Nickel;Case: Gig Bag"
PRSG-004,"PRS SE CE24 Standard Satin Electric Guitar with Bag, Turquoise","Guitar","PRS","Originally introduced in 1988, the CE has become an essential part of the PRS line-up, offering the snap and response of bolt-on construction. The SE CE 24 Standard Satin is the most affordable CE yet, pairing an all-mahogany body with a bolt-on maple neck. The mahogany body features a thin satin finish that results in a highly resonant instrument, and the maple neck's semi-gloss finish provides a smooth playing feel. The PRS 85/15 ""S"" pickups provide extended high and low end with clarity and balance, while the push/pull tone control adds the versatility of coil taps. This workhorse instrument delivers looks, tone, and playability, and is a great option for beginning players through professional musicians thanks to its high-quality build and popular price tag.",2759,4,3,"/products/prs_s_ce24_standard_satin_turquoise.png","Body Material: Shallow Violin (Top), Mahogany (Body); Body Finish: Satin; Neck Profile: Wide Thin; Fretboard Material: Rosewood; Fretboard Radius: 10""; Scale Length: 25""; No. of Frets: 24; Fretboard Inlays: Birds; Pickups: 85/15 ""S"" (Treble), 85/15 ""S"" (Bass); Bridge: PRS Patented Tremolo; Strings: PRS Classic 9-42; Tuning Machines: PRS Designed Tuners; Hardware Finish: Nickel; Case: Gig Bag"
PRSG-005,"PRS Modern Eagle V 10-Top Electric Guitar, Custom Color, McCarty Burst","Guitar","PRS","The Modern Eagle V is an innovative instrument that offers highly musical tones for both recording and playing live. Utilizing a hum/single/hum (five-coil) pickup layout and unique electronics configuration, the Modern Eagle V gives players a vast array of tones in one guitar. The 5-way blade switch selects the pickups in intuitive groupings: treble, treble and middle, middle, middle and bass, and bass. There is a single volume and a push/pull tone control that activates both humbuckers when engaged; this allows players to access all three pickups simultaneously. Finally, the mini toggles allow players to individually tap the humbucker coils, for additional single-coil sounds. This electronics design puts a whole set of classic and new tones at your fingertips. Additional appointments include a maple top and mahogany back, a 22 fret, 25"" scale length, Pattern mahogany neck with rosewood fretboard, bone nut, and PRS patented Gen III tremolo.",26999,4,1,"/products/prs_modern_eagle_v_10_top_custom_color_mccarty_burst.png","Body Material: Violin Carved Maple 10 (Top), Mahogany (Body); Body Finish: High Gloss Nitro; Neck Profile: Pattern; Fretboard Material: Rosewood; Fretboard Radius: 10""; Scale Length: 25""; No. of Frets: 22; Fretboard Inlays: Birds; Pickups: MEV (Treble), NS-01 (Middle), MEV (Bass); Bridge: PRS Patented Tremolo, Gen III; Strings: PRS Signature 10-46; Tuning Machines: PRS Phase III Locking Tuners with Wing Buttons; Hardware Finish: Nickel; Case: Hardshell Case"
PRSG-006,"PRS Myles Kennedy Signature Electric Guitar, Hunter Green","Guitar","PRS","Introducing Myles Kennedy's first signature model. Known for his work in Alter Bridge, Slash and the Conspirators, and his own solo recordings, Kennedy is an accomplished guitarist who brings blues and jazz style to rock guitar playing. This new signature model mirrors Kennedy's rock sensibilities with a nod to historic designs. While the aesthetic may have players hearing chicken pickin' in their heads - and this guitar can certainly reach twang territory - it is made to play like a rock machine.",13999,5,0,"/products/prs_mk_signature_hunter_green.png","Body Material: Swamp Ash; Neck Profile: Dustie Waring; Fretboard Material: Maple; Fretboard Radius: 10""; Scale Length: 25.5""; No. of Frets: 22; Fretboard Inlays: Birds; Pickups: Narrowfield MK (Treble), Narrowfield MK (Bass); Bridge: PRS Plate Style, Steel; Strings: PRS Signature 10-46; Tuning Machines: Vintage-Style; Hardware Finish: Nickel; Case: Premium Gig Bag"
FNDG-019,"Fender 2024 Limited Collection, Made in Japan Hybrid II Stratocaster®, Larimar","Guitar","Fender","The Made in Japan Hybrid II is a series that deserves to be called a ""hybrid"" because it incorporates all-around modern specs that can be used for any player or music genre, while retaining its vintage looks. Regardless of rhythm or reed, we have realised a product that combines playability and instrument tone that fits any guitarist or bassist at Made in Japan, which has many fans around the world. The Hybrid II Stratocaster® features a newly designed Hybrid II Custom Voiced Single Coil pickup in a well-established alder body and a two-point tremolo system with a vintage-style saddle. Vintage rocking tuner, Modern ""C"" shape with satin-finish neck, 9.5-inch radius fingerboard and narrow tall frets provide smooth playability. The 2024 limited edition model features a beautiful and unique finish with the themes of [Ore] and [Sky Blue]. This product will be available only in 2024.",4264.81,5,0,"/products/fender_2024_collection_jp_h2_st_larimar.png","Body Material: Alder;Body Finish: Gloss Polyester;Body Shape: Stratocaster®;Neck Material: Maple;Neck Finish: Satin Urethane Finish on Back, Gloss Urethane Finish on Front;Neck Shape: Modern ""C"";Scale Length: 25.5"" (64.77 cm);Fingerboard Material: Rosewood;Fingerboard Radius: 9.5"" (241 mm);Number of Frets: 22;Fret Size: Narrow Tall;Nut Material: Bone;Nut Width: 1.650"" (42 mm);Position Inlays: White Dot;Pickups: Hybrid II Custom Voiced Single Coil Stratocaster® (Bridge), Hybrid II Custom Voiced Single Coil Stratocaster® (Middle), Hybrid II Custom Voiced Single Coil Stratocaster® (Neck);Controls: Master Volume, Tone 1. (Neck Pickup), Tone 2. (Bridge/Middle Pickup);Switching: 5-Position Blade: Position 1. Bridge Pickup, Position 2. Bridge and Middle Pickup, Position 3. Middle Pickup, Position 4. Middle and Neck Pickup, Position 5. Neck Pickup;Configuration: SSS;Bridge: 2-Point Synchronized Tremolo with Vintage-Style Stamped Steel Saddles;Hardware Finish: Nickel/Chrome;Tuning Machines: Vintage-Style Locking;Control Knobs: Eggshell;Switch Tip: Eggshell;Neck Plate: 4-Bolt;Strings: Nickel Plated Steel (.009-.042 Gauges);Case: Gig Bag"
IBNG-001,"Ibanez Prestige AZ2407F Electric Guitar with Case, Sodalite","Guitar","Ibanez","As part of the Prestige line produced by Fujigen in Japan, the AZ2407F is an AZ series solid body electric guitar introduced by Ibanez for 2023. The Flamed Maple top(4mm) flaunts a beautiful wood grain and the Basswood body delivers a natural and flat tone. The DiMarzio® Air Norton™, True Velvet™ and Tone Zone® pickups offer depth, warmth and rich dynamics when combined with the 5-way pickup switch. The T1502S tremolo bridge features steel saddles and a steel tremolo block for a quick response and improved articulation. The 10.5mm string spacing allows for easy picking across strings and its snap-in construction makes it easy to load a tremolo arm.",10440,5,3,"/products/ibanez_prestige_AZ2407F_sodalite.webp","Body Material: 4mm Flamed Maple (Top), Basswood (Body); Neck Profile: AZ Oval C; Fretboard Material: S-TECH WOOD Roasted Maple; Fretboard Radius: 305mmR; Scale Length: 25.5"" (648mm); No. of Frets: 24 Jumbo Frets; Fretboard Inlays: Abalone Dot inlays; Pickups: DiMarzio® The Tone Zone® Passive/Alnico Humbucker (Bridge), DiMarzio® True Velvet™ Passive/Alnico Single-Coil (Middle), DiMarzio® Air Norton™ Passive/Alnico Humbucker (Neck); Bridge: Gotoh® T1502S bridge; Strings: D'Addario® EXL110 .010, .013, .017, .026, .036, .046 Gauges; Tuning Machines: Gotoh® MG-T locking machine heads; Hardware Finish: Chrome; Case: Hardshell case"
IBNG-002,"Ibanez TOD10 Tim Henson Signature Electric Guitar, Metallic Mauve","Guitar","Ibanez","Meet the TOD10: Ibanez's 2022 game-changer in the AZ series, designed for the one and only Tim Henson of Polyphia. This slick, solid-body electric is Henson's third signature model, and it's packing all the heat you'd expect. Made in Indonesia, part of the Premium line, this guitar blends style, precision, and attitude, making it a must-have for modern shredders.",7619,5,10,"/products/ibanez_TOD10_tim_henson_metallic_mauve.webp","Body Material: American Basswood; Neck Profile: AZ Oval C; Fretboard Material: Ebony; Fretboard Radius: 305mmR; Scale Length: 25.5"" (648mm); No. of Frets: 24 Jumbo Stainless Steel frets; Fretboard Inlays: Tree of Death inlay; Pickups: Fishman® Fluence™ Tim Henson Signature Series Active/Alnico Humbucker (Bridge), Fishman® Fluence™ Tim Henson Signature Series Active/Alnico Humbucker (Neck); Bridge: Gotoh® T1502 tremolo bridge; Strings: D'Addario® EXL110 .010, .013, .017, .026, .036, .046 Gauges; Tuning Machines: Gotoh® MG-T locking machine heads; Hardware Finish: Chrome; Case: Gig Bag"
IBNG-003,"Ibanez TOD10 Tim Henson Signature Electric Guitar, Classic Silver","Guitar","Ibanez","The TOD10 is the third Ibanez signature model for American guitarist Tim Henson of the instrumental rock band Polyphia. It was produced in Indonesia as part of the Ibanez AZ series mid-tier Premium line in late 2022. The TOD10 features an American basswood body bolted to a one-piece roasted maple neck with an ebony fingerboard with 24 stainless steel frets, acrylic & abalone Tree of Death position markers and luminescent side dots. Components include a pair of custom active Fishman Fluence pickups mounted directly to the body, a T1502 two-point synchronized tremolo bridge, a Graph Tech TUSQ nut and an angled output jack. It has Gotoh MG-T locking tuning machines with the thumb wheel locking mechanism rather than the adjustable height H.A.P.M locking tuners which are on the other AZ guitars.",7683,5,0,"/products/ibanez_TOD10_tim_henson_classic_silver.webp","Body Material: American Basswood; Neck Profile: AZ Oval C; Fretboard Material: Ebony; Fretboard Radius: 305mmR; Scale Length: 648mm/25.5""; No. of Frets: 24 Jumbo Frets; Fretboard Inlays: Tree of Death inlay; Pickups: Fishman® Fluence™ Tim Henson Signature Series Active/Alnico Humbucker (Bridge), Fishman® Fluence™ Tim Henson Signature Series Active/Alnico Humbucker (Neck); Bridge: Gotoh® T1502 tremolo bridge; Strings: D'Addario® EXL110 .010/.013/.017/.026/.036/.046; Tuning Machines: Gotoh® MG-T locking machine heads; Hardware Finish: Chrome; Case: Gig Bag"
